person1_word_idx,person2_word_idx,sentence,person1_right_tokens,person2_right_tokens,text_between,person1_left_tokens,person2_left_tokens,person1_right_first_tokens,person2_right_first_tokens,person1_right_second_tokens,person2_right_second_tokens,person1_right_third_tokens,person2_right_third_tokens,person1_left_first_tokens,person2_left_first_tokens,person1_left_second_tokens,person2_left_second_tokens,person1_left_third_tokens,person2_left_third_tokens,tokens
"(31, 31)","(25, 25)","However , this temperature range is well above the solvus temperature of strengthening phases γ '' ( 910°C [ 26 ] ) and γ ' ( ~900°C [ 27 ] ) in IN718 . ",[],[],"['in', 'IN718', '.']","[')', 'and', 'γ', ""'"", '(', '~900°C', '27', ')', 'in', 'IN718']","[""''"", '(', '910°C', '26', ')', 'and', 'γ', ""'"", '(', '~900°C']",[],['in'],[],['IN718'],[],['.'],[],['27'],[],['~900°C'],['.'],['('],"['However', 'this', 'temperature', 'range', 'is', 'well', 'above', 'the', 'solvus', 'temperature', 'of', 'strengthening', 'phases', 'γ', ""''"", '(', '910°C', '26', ')', 'and', 'γ', ""'"", '(', '~900°C', '27', ')', 'in', 'IN718', '.']"
"(31, 31)","(20, 20)","Based on the previous work [ 9 ] , the solvus temperature of primary γ′ precipitates is determined to be about 1141°C , which can also be validated by the microstructures of the alloy soaked at the temperature range of 1060-1180°C for 10 min prior to hot compression ( fig 5 ) . ","['the', 'temperature', 'range', 'of', '1060-1180°C', 'for', '10', 'min', 'prior', 'to']","['the', 'temperature', 'range', 'of', '1060-1180°C', 'for', '10', 'min', 'prior', 'to']","['also', 'be', 'validated', 'by', 'the', 'microstructures', 'of', 'the', 'alloy', 'soaked']","['can', 'also', 'be', 'validated', 'by', 'the', 'microstructures', 'of', 'the', 'alloy']","['of', 'primary', 'γ′', 'precipitates', 'is', 'determined', 'to', 'be', 'about', '1141°C']",['the'],['also'],['temperature'],['be'],['range'],['validated'],['soaked'],['which'],['alloy'],['1141°C'],['the'],['about'],"['Based', 'on', 'the', 'previous', 'work', '9', 'the', 'solvus', 'temperature', 'of', 'primary', 'γ′', 'precipitates', 'is', 'determined', 'to', 'be', 'about', '1141°C', 'which', 'can', 'also', 'be', 'validated', 'by', 'the', 'microstructures', 'of', 'the', 'alloy', 'soaked', 'at', 'the', 'temperature', 'range', 'of', '1060-1180°C', 'for', '10', 'min', 'prior', 'to', 'hot', 'compression', '(', 'fig', '5', ')', '.']"
"(6, 6)","(9, 9)","Because the γ′ solvus temperature of EP741NP is between 1180°C and 1190°C [ 15 ] , HIP sintered compact was then supersolvus-treated at 1200°C for 2 h followed by air cooling to room temperature , to dissolve large γ′ precipitates formed during furnace cooling after HIP . ","['is', 'between', '1180°C', 'and', '1190°C', '15', 'HIP', 'sintered', 'compact', 'was']","['is', 'between', '1180°C', 'and', '1190°C', '15', 'HIP', 'sintered', 'compact', 'was']","['is', 'between']","['Because', 'the', 'γ′', 'solvus', 'temperature']","['Because', 'the', 'γ′', 'solvus', 'temperature', 'of', 'EP741NP', 'is']",['is'],['and'],['between'],['1190°C'],['1180°C'],['15'],['of'],['between'],['temperature'],['is'],['solvus'],['EP741NP'],"['Because', 'the', 'γ′', 'solvus', 'temperature', 'of', 'EP741NP', 'is', 'between', '1180°C', 'and', '1190°C', '15', 'HIP', 'sintered', 'compact', 'was', 'then', 'supersolvus-treated', 'at', '1200°C', 'for', '2', 'h', 'followed', 'by', 'air', 'cooling', 'to', 'room', 'temperature', 'to', 'dissolve', 'large', 'γ′', 'precipitates', 'formed', 'during', 'furnace', 'cooling', 'after', 'HIP', '.']"
"(6, 6)","(11, 11)","Because the γ′ solvus temperature of EP741NP is between 1180°C and 1190°C [ 15 ] , HIP sintered compact was then supersolvus-treated at 1200°C for 2 h followed by air cooling to room temperature , to dissolve large γ′ precipitates formed during furnace cooling after HIP . ","['is', 'between', '1180°C', 'and', '1190°C', '15', 'HIP', 'sintered', 'compact', 'was']","['is', 'between', '1180°C', 'and', '1190°C', '15', 'HIP', 'sintered', 'compact', 'was']","['is', 'between', '1180°C', 'and']","['Because', 'the', 'γ′', 'solvus', 'temperature']","['Because', 'the', 'γ′', 'solvus', 'temperature', 'of', 'EP741NP', 'is', 'between', '1180°C']",['is'],['15'],['between'],['HIP'],['1180°C'],['sintered'],['of'],['and'],['temperature'],['1180°C'],['solvus'],['between'],"['Because', 'the', 'γ′', 'solvus', 'temperature', 'of', 'EP741NP', 'is', 'between', '1180°C', 'and', '1190°C', '15', 'HIP', 'sintered', 'compact', 'was', 'then', 'supersolvus-treated', 'at', '1200°C', 'for', '2', 'h', 'followed', 'by', 'air', 'cooling', 'to', 'room', 'temperature', 'to', 'dissolve', 'large', 'γ′', 'precipitates', 'formed', 'during', 'furnace', 'cooling', 'after', 'HIP', '.']"
"(19, 19)","(8, 8)",The γ′ solvus temperature was measured to be ∼1000°C which is higher by 10°C from the value reported for 2Nb alloy ( 990°C ) . ,"['alloy', '(', '990°C', ')', '.']","['alloy', '(', '990°C', ')', '.']","['which', 'is', 'higher', 'by', '10°C', 'from', 'the', 'value', 'reported', 'for']","['∼1000°C', 'which', 'is', 'higher', 'by', '10°C', 'from', 'the', 'value', 'reported']","['The', 'γ′', 'solvus', 'temperature', 'was', 'measured', 'to']",['alloy'],['which'],['('],['is'],['990°C'],['higher'],['for'],['be'],['reported'],['to'],['value'],['measured'],"['The', 'γ′', 'solvus', 'temperature', 'was', 'measured', 'to', 'be', '∼1000°C', 'which', 'is', 'higher', 'by', '10°C', 'from', 'the', 'value', 'reported', 'for', '2Nb', 'alloy', '(', '990°C', ')', '.']"
"(19, 19)","(22, 22)",The γ′ solvus temperature was measured to be ∼1000°C which is higher by 10°C from the value reported for 2Nb alloy ( 990°C ) . ,"['alloy', '(', '990°C', ')', '.']","['alloy', '(', '990°C', ')', '.']","['alloy', '(']","['∼1000°C', 'which', 'is', 'higher', 'by', '10°C', 'from', 'the', 'value', 'reported']","['higher', 'by', '10°C', 'from', 'the', 'value', 'reported', 'for', '2Nb', 'alloy']",['alloy'],[')'],['('],['.'],['990°C'],['.'],['for'],['('],['reported'],['alloy'],['value'],['2Nb'],"['The', 'γ′', 'solvus', 'temperature', 'was', 'measured', 'to', 'be', '∼1000°C', 'which', 'is', 'higher', 'by', '10°C', 'from', 'the', 'value', 'reported', 'for', '2Nb', 'alloy', '(', '990°C', ')', '.']"
"(11, 11)","(35, 35)",The sudden drop in 0.2 % PS at 970°C for the 2Nb2Re alloy can be attributed to the dissolution of the strengthening γ′ precipitates since the temperature is close to the γ′ solvus temperature ( 1000°C ) . ,"['alloy', 'can', 'be', 'attributed', 'to', 'the', 'dissolution', 'of', 'the', 'strengthening']","['alloy', 'can', 'be', 'attributed', 'to', 'the', 'dissolution', 'of', 'the', 'strengthening']","['alloy', 'can', 'be', 'attributed', 'to', 'the', 'dissolution', 'of', 'the', 'strengthening', 'γ′', 'precipitates', 'since', 'the', 'temperature', 'is', 'close', 'to', 'the', 'γ′', 'solvus', 'temperature', '(']","['The', 'sudden', 'drop', 'in', '0.2', '%', 'PS', 'at', '970°C', 'for']","['since', 'the', 'temperature', 'is', 'close', 'to', 'the', 'γ′', 'solvus', 'temperature']",['alloy'],[')'],['can'],['.'],['be'],['.'],['the'],['('],['for'],['temperature'],['970°C'],['solvus'],"['The', 'sudden', 'drop', 'in', '0.2', '%', 'PS', 'at', '970°C', 'for', 'the', '2Nb2Re', 'alloy', 'can', 'be', 'attributed', 'to', 'the', 'dissolution', 'of', 'the', 'strengthening', 'γ′', 'precipitates', 'since', 'the', 'temperature', 'is', 'close', 'to', 'the', 'γ′', 'solvus', 'temperature', '(', '1000°C', ')', '.']"
"(1, 1)","(22, 22)",The 8Al1W2Mo alloy with high Al and Mo content and low W content still has a high γ ' solvus temperature ( 1085°C ) and a large processing window ( 213°C ) . ,"['alloy', 'with', 'high', 'Al', 'and', 'Mo', 'content', 'and', 'low', 'W']","['alloy', 'with', 'high', 'Al', 'and', 'Mo', 'content', 'and', 'low', 'W']","['alloy', 'with', 'high', 'Al', 'and', 'Mo', 'content', 'and', 'low', 'W', 'content', 'still', 'has', 'a', 'high', 'γ', ""'"", 'solvus', 'temperature', '(']",[],"['W', 'content', 'still', 'has', 'a', 'high', 'γ', ""'"", 'solvus', 'temperature']",['alloy'],[')'],['with'],['and'],['high'],['a'],['The'],['('],[],['temperature'],[],['solvus'],"['The', '8Al1W2Mo', 'alloy', 'with', 'high', 'Al', 'and', 'Mo', 'content', 'and', 'low', 'W', 'content', 'still', 'has', 'a', 'high', 'γ', ""'"", 'solvus', 'temperature', '(', '1085°C', ')', 'and', 'a', 'large', 'processing', 'window', '(', '213°C', ')', '.']"
"(28, 28)","(26, 26)","Although the experimental alloys have low W content ( 3 at % , 2 at % , 1 at % ) , the γ ' solvus temperatures ranging from 1074°C ( 6Al2W1Mo alloy ) to 1105°C ( 8Al3W alloy ) are higher than that of CoWAlloy1 ( 1070°C ) , but lower than that of the hard-deformed Ni-base superalloy U720Li ( 1142°C ) [ 33 ] . ","['alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher']","['alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher']",['('],"['%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C']","['1', 'at', '%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging']",['alloy'],['('],[')'],['6Al2W1Mo'],['to'],['alloy'],['('],['from'],['1074°C'],['ranging'],['from'],['temperatures'],"['Although', 'the', 'experimental', 'alloys', 'have', 'low', 'W', 'content', '(', '3', 'at', '%', '2', 'at', '%', '1', 'at', '%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C', ')', 'but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li', '(', '1142°C', ')', '33', '.']"
"(28, 28)","(32, 32)","Although the experimental alloys have low W content ( 3 at % , 2 at % , 1 at % ) , the γ ' solvus temperatures ranging from 1074°C ( 6Al2W1Mo alloy ) to 1105°C ( 8Al3W alloy ) are higher than that of CoWAlloy1 ( 1070°C ) , but lower than that of the hard-deformed Ni-base superalloy U720Li ( 1142°C ) [ 33 ] . ","['alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher']","['alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher']","['alloy', ')', 'to']","['%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C']","[""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')']",['alloy'],['('],[')'],['8Al3W'],['to'],['alloy'],['('],['to'],['1074°C'],[')'],['from'],['alloy'],"['Although', 'the', 'experimental', 'alloys', 'have', 'low', 'W', 'content', '(', '3', 'at', '%', '2', 'at', '%', '1', 'at', '%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C', ')', 'but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li', '(', '1142°C', ')', '33', '.']"
"(28, 28)","(44, 44)","Although the experimental alloys have low W content ( 3 at % , 2 at % , 1 at % ) , the γ ' solvus temperatures ranging from 1074°C ( 6Al2W1Mo alloy ) to 1105°C ( 8Al3W alloy ) are higher than that of CoWAlloy1 ( 1070°C ) , but lower than that of the hard-deformed Ni-base superalloy U720Li ( 1142°C ) [ 33 ] . ","['alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher']","['alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher']","['alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(']","['%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C']","['(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1']",['alloy'],[')'],[')'],['but'],['to'],['lower'],['('],['('],['1074°C'],['CoWAlloy1'],['from'],['of'],"['Although', 'the', 'experimental', 'alloys', 'have', 'low', 'W', 'content', '(', '3', 'at', '%', '2', 'at', '%', '1', 'at', '%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C', ')', 'but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li', '(', '1142°C', ')', '33', '.']"
"(28, 28)","(57, 57)","Although the experimental alloys have low W content ( 3 at % , 2 at % , 1 at % ) , the γ ' solvus temperatures ranging from 1074°C ( 6Al2W1Mo alloy ) to 1105°C ( 8Al3W alloy ) are higher than that of CoWAlloy1 ( 1070°C ) , but lower than that of the hard-deformed Ni-base superalloy U720Li ( 1142°C ) [ 33 ] . ","['alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher']","['alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher']","['alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C', ')', 'but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li', '(']","['%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C']","['but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li']",['alloy'],[')'],[')'],['33'],['to'],['.'],['('],['('],['1074°C'],['U720Li'],['from'],['superalloy'],"['Although', 'the', 'experimental', 'alloys', 'have', 'low', 'W', 'content', '(', '3', 'at', '%', '2', 'at', '%', '1', 'at', '%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C', ')', 'but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li', '(', '1142°C', ')', '33', '.']"
"(34, 34)","(26, 26)","Although the experimental alloys have low W content ( 3 at % , 2 at % , 1 at % ) , the γ ' solvus temperatures ranging from 1074°C ( 6Al2W1Mo alloy ) to 1105°C ( 8Al3W alloy ) are higher than that of CoWAlloy1 ( 1070°C ) , but lower than that of the hard-deformed Ni-base superalloy U720Li ( 1142°C ) [ 33 ] . ","['alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C']","['alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C']","['(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C', '(']","['temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C']","['1', 'at', '%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging']",['alloy'],['('],[')'],['6Al2W1Mo'],['are'],['alloy'],['('],['from'],['1105°C'],['ranging'],['to'],['temperatures'],"['Although', 'the', 'experimental', 'alloys', 'have', 'low', 'W', 'content', '(', '3', 'at', '%', '2', 'at', '%', '1', 'at', '%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C', ')', 'but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li', '(', '1142°C', ')', '33', '.']"
"(34, 34)","(32, 32)","Although the experimental alloys have low W content ( 3 at % , 2 at % , 1 at % ) , the γ ' solvus temperatures ranging from 1074°C ( 6Al2W1Mo alloy ) to 1105°C ( 8Al3W alloy ) are higher than that of CoWAlloy1 ( 1070°C ) , but lower than that of the hard-deformed Ni-base superalloy U720Li ( 1142°C ) [ 33 ] . ","['alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C']","['alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C']",['('],"['temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C']","[""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')']",['alloy'],['('],[')'],['8Al3W'],['are'],['alloy'],['('],['to'],['1105°C'],[')'],['to'],['alloy'],"['Although', 'the', 'experimental', 'alloys', 'have', 'low', 'W', 'content', '(', '3', 'at', '%', '2', 'at', '%', '1', 'at', '%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C', ')', 'but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li', '(', '1142°C', ')', '33', '.']"
"(34, 34)","(44, 44)","Although the experimental alloys have low W content ( 3 at % , 2 at % , 1 at % ) , the γ ' solvus temperatures ranging from 1074°C ( 6Al2W1Mo alloy ) to 1105°C ( 8Al3W alloy ) are higher than that of CoWAlloy1 ( 1070°C ) , but lower than that of the hard-deformed Ni-base superalloy U720Li ( 1142°C ) [ 33 ] . ","['alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C']","['alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C']","['alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(']","['temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C']","['(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1']",['alloy'],[')'],[')'],['but'],['are'],['lower'],['('],['('],['1105°C'],['CoWAlloy1'],['to'],['of'],"['Although', 'the', 'experimental', 'alloys', 'have', 'low', 'W', 'content', '(', '3', 'at', '%', '2', 'at', '%', '1', 'at', '%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C', ')', 'but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li', '(', '1142°C', ')', '33', '.']"
"(34, 34)","(57, 57)","Although the experimental alloys have low W content ( 3 at % , 2 at % , 1 at % ) , the γ ' solvus temperatures ranging from 1074°C ( 6Al2W1Mo alloy ) to 1105°C ( 8Al3W alloy ) are higher than that of CoWAlloy1 ( 1070°C ) , but lower than that of the hard-deformed Ni-base superalloy U720Li ( 1142°C ) [ 33 ] . ","['alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C']","['alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C']","['alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C', ')', 'but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li', '(']","['temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C']","['but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li']",['alloy'],[')'],[')'],['33'],['are'],['.'],['('],['('],['1105°C'],['U720Li'],['to'],['superalloy'],"['Although', 'the', 'experimental', 'alloys', 'have', 'low', 'W', 'content', '(', '3', 'at', '%', '2', 'at', '%', '1', 'at', '%', ')', 'the', 'γ', ""'"", 'solvus', 'temperatures', 'ranging', 'from', '1074°C', '(', '6Al2W1Mo', 'alloy', ')', 'to', '1105°C', '(', '8Al3W', 'alloy', ')', 'are', 'higher', 'than', 'that', 'of', 'CoWAlloy1', '(', '1070°C', ')', 'but', 'lower', 'than', 'that', 'of', 'the', 'hard-deformed', 'Ni-base', 'superalloy', 'U720Li', '(', '1142°C', ')', '33', '.']"
